user_id,user_url,item_id,recommend,posted_year,sentiment_analysis
xfluttersx,http://steamcommunity.com/id/xfluttersx,47870,1,2013,2
xfluttersx,http://steamcommunity.com/id/xfluttersx,383080,1,2015,2
xfluttersx,http://steamcommunity.com/id/xfluttersx,410,1,2012,2
76561198056290589,http://steamcommunity.com/profiles/76561198056290589,730,1,2014,2
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,253710,0,2014,2
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,339280,1,2015,2
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,271290,1,2014,2
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,203290,1,2013,2
76561198097762318,http://steamcommunity.com/profiles/76561198097762318,440,1,2015,0
76561198097762318,http://steamcommunity.com/profiles/76561198097762318,233150,1,2014,1
Hirukaz,http://steamcommunity.com/id/Hirukaz,550,1,2013,0
StelerForYou,http://steamcommunity.com/id/StelerForYou,730,1,2015,2
StelerForYou,http://steamcommunity.com/id/StelerForYou,211820,1,2013,2
76561198183396245,http://steamcommunity.com/profiles/76561198183396245,440,1,2015,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,224260,1,2015,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,317360,1,2014,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,295550,1,2014,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,250180,1,2014,1
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,227940,1,2014,0
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,17520,1,2014,1
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,113420,1,2014,2
kevinator23,http://steamcommunity.com/id/kevinator23,320760,1,2015,0
kevinator23,http://steamcommunity.com/id/kevinator23,8850,1,2015,2
kevinator23,http://steamcommunity.com/id/kevinator23,233720,1,2014,2
kevinator23,http://steamcommunity.com/id/kevinator23,218620,1,2015,2
kevinator23,http://steamcommunity.com/id/kevinator23,730,1,2015,2
kevinator23,http://steamcommunity.com/id/kevinator23,219740,1,2015,2
kevinator23,http://steamcommunity.com/id/kevinator23,220240,1,2014,2
kevinator23,http://steamcommunity.com/id/kevinator23,440,1,2012,2
76561198090715178,http://steamcommunity.com/profiles/76561198090715178,4000,1,2014,2
76561198090715178,http://steamcommunity.com/profiles/76561198090715178,304930,1,2014,1
CatsWhale,http://steamcommunity.com/id/CatsWhale,333950,1,2015,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,388520,1,2015,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,107410,1,2014,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,206210,1,2014,2
76561198073784601,http://steamcommunity.com/profiles/76561198073784601,221100,1,2015,2
mimimomoma,http://steamcommunity.com/id/mimimomoma,730,1,2015,2
76561198102410011,http://steamcommunity.com/profiles/76561198102410011,440,1,2015,1
de_Butl3r,http://steamcommunity.com/id/de_Butl3r,209870,1,2014,2
Bluezap1,http://steamcommunity.com/id/Bluezap1,440,1,2015,2
Bluezap1,http://steamcommunity.com/id/Bluezap1,730,1,2015,2
Bluezap1,http://steamcommunity.com/id/Bluezap1,362890,1,2015,2
Bluezap1,http://steamcommunity.com/id/Bluezap1,413850,1,2015,1
76561198074200011,http://steamcommunity.com/profiles/76561198074200011,730,1,2015,2
L1J1N,http://steamcommunity.com/id/L1J1N,570,1,2014,2
Lord_Exploit,http://steamcommunity.com/id/Lord_Exploit,311560,1,2015,2
Lord_Exploit,http://steamcommunity.com/id/Lord_Exploit,322170,1,2015,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,48240,0,2014,0
AVATAR715,http://steamcommunity.com/id/AVATAR715,440,1,2015,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,248570,1,2014,0
AVATAR715,http://steamcommunity.com/id/AVATAR715,264140,1,2014,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,4000,1,2014,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,266430,1,2015,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,316010,1,2015,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,249570,1,2014,2
76561198078752187,http://steamcommunity.com/profiles/76561198078752187,240,1,2014,1
A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,304930,1,2015,1
A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,440,1,2014,0
76561197994493402,http://steamcommunity.com/profiles/76561197994493402,264200,1,2015,2
76561197994493402,http://steamcommunity.com/profiles/76561197994493402,440,1,2014,2
76561198065656175,http://steamcommunity.com/profiles/76561198065656175,383080,1,2015,2
97396295,http://steamcommunity.com/id/97396295,301520,1,2014,2
97396295,http://steamcommunity.com/id/97396295,243870,1,2014,2
97396295,http://steamcommunity.com/id/97396295,218230,0,2014,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,251570,1,2015,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,221100,1,2015,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,316010,1,2015,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,218230,1,2015,0
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,333930,1,2015,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,222880,1,2015,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,730,1,2015,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,55230,1,2015,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,232090,1,2015,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,4000,1,2015,1
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,206420,1,2014,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,224260,1,2014,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,550,1,2013,2
DieMadchenschanderin,http://steamcommunity.com/id/DieMadchenschanderin,346110,1,2015,2
DieMadchenschanderin,http://steamcommunity.com/id/DieMadchenschanderin,380770,0,2015,2
DieMadchenschanderin,http://steamcommunity.com/id/DieMadchenschanderin,227680,0,2013,2
GGargula,http://steamcommunity.com/id/GGargula,233250,1,2015,1
getf0kinn0sc0pedm9,http://steamcommunity.com/id/getf0kinn0sc0pedm9,730,1,2015,0
76561198141443390,http://steamcommunity.com/profiles/76561198141443390,730,1,2015,2
whodafuqisthisguilao,http://steamcommunity.com/id/whodafuqisthisguilao,730,1,2015,2
Magjiikal,http://steamcommunity.com/id/Magjiikal,370480,1,2015,2
Magjiikal,http://steamcommunity.com/id/Magjiikal,313740,1,2015,2
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,1840,1,2014,2
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,440,1,2014,2
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,266210,1,2015,2
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,264200,1,2015,2
2768820078,http://steamcommunity.com/id/2768820078,287700,1,2015,1
2768820078,http://steamcommunity.com/id/2768820078,377160,1,2015,1
2768820078,http://steamcommunity.com/id/2768820078,221380,1,2015,1
2768820078,http://steamcommunity.com/id/2768820078,333950,1,2015,1
2768820078,http://steamcommunity.com/id/2768820078,222420,0,2015,1
2768820078,http://steamcommunity.com/id/2768820078,271590,1,2015,1
2768820078,http://steamcommunity.com/id/2768820078,298110,1,2015,1
2768820078,http://steamcommunity.com/id/2768820078,222440,1,2015,1
2d4nk4m3,http://steamcommunity.com/id/2d4nk4m3,317470,0,2014,0
2d4nk4m3,http://steamcommunity.com/id/2d4nk4m3,47410,1,2014,2
76561198095921854,http://steamcommunity.com/profiles/76561198095921854,245620,1,2015,2
EizanAratoFujimaki,http://steamcommunity.com/id/EizanAratoFujimaki,70,1,2015,2
TeCool,http://steamcommunity.com/id/TeCool,274980,1,2014,2
TeCool,http://steamcommunity.com/id/TeCool,202090,1,2014,0
TeCool,http://steamcommunity.com/id/TeCool,339280,1,2015,2
TeCool,http://steamcommunity.com/id/TeCool,314130,0,2015,0
2xDelorean,http://steamcommunity.com/id/2xDelorean,570,1,2015,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,212680,1,2013,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,200210,1,2013,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,440,1,2011,2
washington_,http://steamcommunity.com/id/washington_,417860,1,2015,0
jewxxl,http://steamcommunity.com/id/jewxxl,251970,1,2015,2
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,304930,1,2014,1
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,400,1,2015,2
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,620,1,2015,2
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,238460,1,2015,2
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,6060,1,2015,2
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,440,1,2014,2
76561198051258119,http://steamcommunity.com/profiles/76561198051258119,730,1,2015,2
nubquake123,http://steamcommunity.com/id/nubquake123,265610,1,2014,2
Pyromanic,http://steamcommunity.com/id/Pyromanic,31280,1,2013,2
Pyromanic,http://steamcommunity.com/id/Pyromanic,4000,1,2013,2
Pyromanic,http://steamcommunity.com/id/Pyromanic,240,1,2013,2
CobRazor,http://steamcommunity.com/id/CobRazor,252490,1,2015,1
relesprit,http://steamcommunity.com/id/relesprit,8930,1,2013,2
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,304930,1,2014,2
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,237310,1,2015,1
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,224260,1,2014,0
pwrt,http://steamcommunity.com/id/pwrt,230410,1,2015,2
pwrt,http://steamcommunity.com/id/pwrt,440,1,2014,2
wantmahbody,http://steamcommunity.com/id/wantmahbody,440,1,2014,2
benedictcuminherbatch,http://steamcommunity.com/id/benedictcuminherbatch,570,1,2014,2
76561198031207016,http://steamcommunity.com/profiles/76561198031207016,8930,1,2014,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,105600,1,2015,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,221100,1,2015,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,107410,1,2015,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,231430,1,2014,2
smashiroshh,http://steamcommunity.com/id/smashiroshh,218620,1,2014,2
killbunny38,http://steamcommunity.com/id/killbunny38,570,1,2015,2
killbunny38,http://steamcommunity.com/id/killbunny38,333930,0,2015,1
76561198047630659,http://steamcommunity.com/profiles/76561198047630659,230410,0,2015,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,271590,1,2015,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,218620,1,2014,0
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,219740,1,2013,0
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,7940,1,2013,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,234190,1,2014,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,10180,1,2013,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,33900,1,2013,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,261030,1,2015,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,243470,1,2014,2
sithjjf,http://steamcommunity.com/id/sithjjf,302830,0,2015,0
76561198060039459,http://steamcommunity.com/profiles/76561198060039459,570,0,2014,0
OzfurAtlas,http://steamcommunity.com/id/OzfurAtlas,212680,1,2013,0
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,304930,0,2015,0
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,304050,1,2015,2
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,203750,1,2014,2
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,227940,0,2015,2
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,355180,0,2015,0
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,4000,1,2015,1
euzi,http://steamcommunity.com/id/euzi,236390,1,2014,2
76561197961778802,http://steamcommunity.com/profiles/76561197961778802,730,1,2014,2
thisissohardtomakeoneup,http://steamcommunity.com/id/thisissohardtomakeoneup,440,1,2014,1
76561198087010391,http://steamcommunity.com/profiles/76561198087010391,4000,1,2015,2
66666669999999,http://steamcommunity.com/id/66666669999999,302830,0,2015,1
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,220200,1,2014,2
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,242760,1,2014,2
ReMiXOfficalSteam,http://steamcommunity.com/id/ReMiXOfficalSteam,352460,1,2015,2
Wilfire77,http://steamcommunity.com/id/Wilfire77,322920,1,2015,2
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,234792,1,2015,1
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,252490,1,2014,2
Mastic,http://steamcommunity.com/id/Mastic,304050,0,2015,0
Mastic,http://steamcommunity.com/id/Mastic,550,1,2014,2
Mastic,http://steamcommunity.com/id/Mastic,206420,1,2014,2
76561198028286104,http://steamcommunity.com/profiles/76561198028286104,10180,1,2013,2
tarjla,http://steamcommunity.com/id/tarjla,304930,1,2014,2
tarjla,http://steamcommunity.com/id/tarjla,265750,1,2015,2
tarjla,http://steamcommunity.com/id/tarjla,252490,1,2014,2
tarjla,http://steamcommunity.com/id/tarjla,4000,1,2013,2
tarjla,http://steamcommunity.com/id/tarjla,211820,1,2013,2
tarjla,http://steamcommunity.com/id/tarjla,105600,1,2013,2
tarjla,http://steamcommunity.com/id/tarjla,730,1,2014,2
deathnz1,http://steamcommunity.com/id/deathnz1,276340,1,2014,2
76561198104393251,http://steamcommunity.com/profiles/76561198104393251,304930,1,2015,2
redsncrimson,http://steamcommunity.com/id/redsncrimson,274920,1,2014,2
redsncrimson,http://steamcommunity.com/id/redsncrimson,211820,1,2013,2
redsncrimson,http://steamcommunity.com/id/redsncrimson,49520,1,2013,2
redsncrimson,http://steamcommunity.com/id/redsncrimson,223510,1,2013,2
redsncrimson,http://steamcommunity.com/id/redsncrimson,440,1,2012,2
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,240,1,2014,2
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,105600,1,2014,2
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,204300,1,2013,2
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,730,1,2014,0
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,440,0,2015,2
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,570,1,2014,0
76561198071214618,http://steamcommunity.com/profiles/76561198071214618,268750,1,2015,2
76561198115115631,http://steamcommunity.com/profiles/76561198115115631,570,1,2015,2
76561198071175142,http://steamcommunity.com/profiles/76561198071175142,570,1,2015,1
76561198071175142,http://steamcommunity.com/profiles/76561198071175142,271590,1,2015,2
t8s,http://steamcommunity.com/id/t8s,360870,1,2015,2
t8s,http://steamcommunity.com/id/t8s,730,1,2015,2
pikawuu2,http://steamcommunity.com/id/pikawuu2,12900,1,2013,2
Sammeh00,http://steamcommunity.com/id/Sammeh00,301520,1,2014,2
Michaelele,http://steamcommunity.com/id/Michaelele,6060,1,2014,2
Michaelele,http://steamcommunity.com/id/Michaelele,730,1,2014,2
Michaelele,http://steamcommunity.com/id/Michaelele,107410,1,2014,2
Michaelele,http://steamcommunity.com/id/Michaelele,304930,1,2014,2
76561198045754869,http://steamcommunity.com/profiles/76561198045754869,335670,1,2015,1
76561198076098774,http://steamcommunity.com/profiles/76561198076098774,215080,1,2015,2
76561198103253374,http://steamcommunity.com/profiles/76561198103253374,570,1,2014,0
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,271590,1,2015,2
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,730,1,2015,2
76561198090842891,http://steamcommunity.com/profiles/76561198090842891,8190,1,2015,2
76561198055767971,http://steamcommunity.com/profiles/76561198055767971,247730,0,2015,0
